User_ID,Timestamp,Event_Name,Device,Channel,User_Type
U1239,4/10/25 01:04,Requested Quote,Desktop,Email Campaign,New
U1239,4/10/25 01:36,Completed Eligibility Check,Tablet,Paid Ads,Returning
U1239,4/10/25 02:02,Viewed Premium Options,Tablet,Referral,Returning
U1239,4/10/25 02:39,Started Application,Mobile,Paid Ads,Returning
U1240,4/5/25 00:19,Visited Website,Mobile,Email Campaign,New
U1240,4/5/25 01:06,Requested Quote,Mobile,Email Campaign,Returning
U1240,4/5/25 01:44,Completed Eligibility Check,Mobile,Referral,New
U1240,4/5/25 02:22,Viewed Premium Options,Desktop,Paid Ads,Returning
U1240,4/5/25 03:19,Started Application,Tablet,Email Campaign,New
U1240,4/5/25 03:42,Uploaded Documents,Desktop,Organic,Returning
U1240,4/5/25 04:19,Purchased Policy,Tablet,Organic,Returning
U1241,4/5/25 00:40,Visited Website,Desktop,Email Campaign,New
U1241,4/5/25 01:05,Requested Quote,Mobile,Organic,New
U1241,4/5/25 01:53,Completed Eligibility Check,Tablet,Referral,Returning
U1241,4/5/25 02:09,Viewed Premium Options,Mobile,Email Campaign,New
U1241,4/5/25 03:04,Started Application,Tablet,Paid Ads,New
U1241,4/5/25 04:00,Uploaded Documents,Tablet,Email Campaign,New
U1242,4/10/25 00:17,Visited Website,Mobile,Referral,New
U1242,4/10/25 00:31,Requested Quote,Mobile,Paid Ads,Returning
U1242,4/10/25 00:55,Completed Eligibility Check,Mobile,Referral,New
U1242,4/10/25 01:06,Viewed Premium Options,Desktop,Organic,Returning
U1242,4/10/25 01:12,Started Application,Tablet,Organic,Returning
U1243,4/8/25 00:51,Visited Website,Tablet,Organic,New
U1243,4/8/25 01:18,Requested Quote,Tablet,Referral,New
U1243,4/8/25 01:37,Completed Eligibility Check,Mobile,Referral,New
U1245,4/9/25 00:07,Visited Website,Tablet,Email Campaign,New
U1245,4/9/25 00:58,Requested Quote,Tablet,Paid Ads,Returning
U1245,4/9/25 01:46,Completed Eligibility Check,Mobile,Paid Ads,Returning
U1246,4/6/25 00:32,Visited Website,Mobile,Referral,New
U1246,4/6/25 00:46,Requested Quote,Tablet,Referral,Returning
U1246,4/6/25 01:28,Completed Eligibility Check,Desktop,Organic,New
U1246,4/6/25 01:57,Viewed Premium Options,Mobile,Referral,Returning
U1246,4/6/25 02:40,Started Application,Desktop,Organic,Returning
U1247,4/5/25 00:35,Visited Website,Desktop,Referral,Returning
U1247,4/5/25 01:05,Requested Quote,Desktop,Paid Ads,New
U1247,4/5/25 01:30,Completed Eligibility Check,Desktop,Email Campaign,New
U1247,4/5/25 01:47,Viewed Premium Options,Mobile,Referral,Returning
U1248,4/9/25 00:25,Visited Website,Tablet,Organic,New
U1248,4/9/25 01:23,Requested Quote,Tablet,Email Campaign,New
U1249,4/7/25 00:20,Visited Website,Mobile,Organic,Returning
U1249,4/7/25 00:33,Requested Quote,Mobile,Organic,New
U1249,4/7/25 00:51,Completed Eligibility Check,Desktop,Email Campaign,New
U1249,4/7/25 01:37,Viewed Premium Options,Desktop,Email Campaign,Returning
U1249,4/7/25 02:33,Started Application,Mobile,Email Campaign,Returning
U1250,4/3/25 00:27,Visited Website,Tablet,Referral,Returning
U1250,4/3/25 01:06,Requested Quote,Desktop,Email Campaign,Returning
U1251,4/3/25 00:09,Visited Website,Mobile,Referral,New
U1251,4/3/25 00:45,Requested Quote,Mobile,Paid Ads,New
U1252,4/4/25 00:06,Visited Website,Mobile,Paid Ads,Returning
U1252,4/4/25 00:28,Requested Quote,Desktop,Organic,Returning
U1253,4/3/25 00:10,Visited Website,Mobile,Organic,New
U1253,4/3/25 01:04,Requested Quote,Tablet,Referral,New
U1253,4/3/25 01:16,Completed Eligibility Check,Mobile,Organic,New
U1253,4/3/25 02:14,Viewed Premium Options,Desktop,Paid Ads,Returning
U1255,4/7/25 00:31,Visited Website,Tablet,Referral,Returning
U1256,4/1/25 00:24,Visited Website,Tablet,Referral,Returning
U1256,4/1/25 01:04,Requested Quote,Mobile,Email Campaign,Returning
U1256,4/1/25 01:56,Completed Eligibility Check,Mobile,Referral,New
U1256,4/1/25 02:29,Viewed Premium Options,Tablet,Organic,Returning
U1256,4/1/25 02:39,Started Application,Mobile,Paid Ads,Returning
U1257,4/8/25 00:42,Visited Website,Desktop,Organic,New
U1257,4/8/25 00:57,Requested Quote,Tablet,Paid Ads,Returning
U1257,4/8/25 01:07,Completed Eligibility Check,Mobile,Email Campaign,New
U1257,4/8/25 02:04,Viewed Premium Options,Tablet,Paid Ads,Returning
U1257,4/8/25 02:20,Started Application,Mobile,Email Campaign,New
U1257,4/8/25 03:02,Uploaded Documents,Mobile,Organic,New
U1257,4/8/25 03:51,Purchased Policy,Desktop,Email Campaign,New
U1258,4/7/25 00:17,Visited Website,Mobile,Referral,Returning
U1258,4/7/25 00:51,Requested Quote,Mobile,Referral,Returning
U1258,4/7/25 01:36,Completed Eligibility Check,Mobile,Paid Ads,Returning
U1258,4/7/25 02:14,Viewed Premium Options,Desktop,Organic,Returning
U1258,4/7/25 02:43,Started Application,Mobile,Organic,Returning
U1259,4/4/25 00:23,Visited Website,Mobile,Paid Ads,Returning
U1259,4/4/25 00:59,Requested Quote,Mobile,Referral,New
U1260,4/5/25 00:17,Visited Website,Tablet,Email Campaign,Returning
U1261,4/9/25 00:18,Visited Website,Desktop,Paid Ads,Returning
U1262,4/7/25 00:32,Visited Website,Tablet,Email Campaign,New
U1263,4/7/25 00:30,Visited Website,Desktop,Email Campaign,New
U1263,4/7/25 01:28,Requested Quote,Desktop,Organic,Returning
U1263,4/7/25 01:43,Completed Eligibility Check,Tablet,Referral,New
U1263,4/7/25 01:55,Viewed Premium Options,Desktop,Email Campaign,Returning
U1263,4/7/25 02:28,Started Application,Desktop,Referral,New
U1263,4/7/25 03:07,Uploaded Documents,Tablet,Organic,Returning
U1263,4/7/25 03:23,Purchased Policy,Mobile,Paid Ads,New
U1265,4/10/25 00:51,Visited Website,Desktop,Paid Ads,New
U1265,4/10/25 01:26,Requested Quote,Tablet,Organic,Returning
U1266,4/1/25 00:29,Visited Website,Desktop,Organic,Returning
U1268,4/6/25 00:19,Visited Website,Tablet,Email Campaign,New
U1268,4/6/25 00:27,Requested Quote,Mobile,Organic,New
U1268,4/6/25 00:58,Completed Eligibility Check,Desktop,Paid Ads,New
U1268,4/6/25 01:34,Viewed Premium Options,Mobile,Referral,New
U1269,4/4/25 00:45,Visited Website,Mobile,Referral,Returning
U1271,4/7/25 00:06,Visited Website,Tablet,Referral,New
U1271,4/7/25 00:14,Requested Quote,Desktop,Referral,New
U1271,4/7/25 01:09,Completed Eligibility Check,Desktop,Organic,Returning
U1271,4/7/25 01:27,Viewed Premium Options,Desktop,Organic,Returning
U1271,4/7/25 01:39,Started Application,Desktop,Referral,Returning
U1272,4/6/25 00:06,Visited Website,Desktop,Organic,Returning
U1272,4/6/25 00:24,Requested Quote,Tablet,Email Campaign,Returning
U1272,4/6/25 01:08,Completed Eligibility Check,Desktop,Organic,Returning
U1272,4/6/25 01:29,Viewed Premium Options,Mobile,Email Campaign,New
U1272,4/6/25 02:05,Started Application,Mobile,Email Campaign,New
U1272,4/6/25 02:22,Uploaded Documents,Desktop,Organic,New
U1272,4/6/25 03:14,Purchased Policy,Tablet,Referral,Returning
U1274,4/5/25 00:42,Visited Website,Tablet,Email Campaign,Returning
U1274,4/5/25 01:09,Requested Quote,Desktop,Organic,New
U1274,4/5/25 01:38,Completed Eligibility Check,Mobile,Paid Ads,New
U1275,4/4/25 00:10,Visited Website,Desktop,Referral,Returning
U1275,4/4/25 01:04,Requested Quote,Desktop,Paid Ads,Returning
U1275,4/4/25 01:48,Completed Eligibility Check,Desktop,Email Campaign,New
U1276,4/8/25 00:38,Visited Website,Tablet,Paid Ads,New
U1276,4/8/25 01:18,Requested Quote,Tablet,Organic,New
U1276,4/8/25 01:57,Completed Eligibility Check,Mobile,Referral,New
U1276,4/8/25 02:24,Viewed Premium Options,Mobile,Email Campaign,New
U1276,4/8/25 03:23,Started Application,Desktop,Organic,Returning
U1277,4/5/25 00:32,Visited Website,Mobile,Referral,New
U1277,4/5/25 01:09,Requested Quote,Desktop,Email Campaign,New
U1277,4/5/25 01:42,Completed Eligibility Check,Mobile,Email Campaign,Returning
U1278,4/2/25 00:41,Visited Website,Desktop,Email Campaign,New
U1278,4/2/25 01:19,Requested Quote,Tablet,Email Campaign,Returning
U1278,4/2/25 01:28,Completed Eligibility Check,Desktop,Paid Ads,Returning
U1279,4/10/25 00:19,Visited Website,Tablet,Paid Ads,New
U1279,4/10/25 00:32,Requested Quote,Tablet,Paid Ads,New
U1279,4/10/25 01:29,Completed Eligibility Check,Mobile,Email Campaign,Returning
U1279,4/10/25 02:22,Viewed Premium Options,Mobile,Paid Ads,Returning
U1279,4/10/25 03:21,Started Application,Tablet,Referral,Returning
U1281,4/1/25 00:19,Visited Website,Desktop,Email Campaign,New
U1281,4/1/25 00:53,Requested Quote,Desktop,Referral,New
U1281,4/1/25 01:30,Completed Eligibility Check,Mobile,Referral,New
U1281,4/1/25 02:10,Viewed Premium Options,Desktop,Paid Ads,New
U1281,4/1/25 02:27,Started Application,Desktop,Email Campaign,New
U1281,4/1/25 02:59,Uploaded Documents,Desktop,Paid Ads,Returning
U1282,4/9/25 00:20,Visited Website,Tablet,Paid Ads,New
U1282,4/9/25 00:55,Requested Quote,Tablet,Paid Ads,New
U1283,4/3/25 00:54,Visited Website,Desktop,Email Campaign,Returning
U1283,4/3/25 01:33,Requested Quote,Mobile,Email Campaign,New
U1283,4/3/25 02:28,Completed Eligibility Check,Desktop,Paid Ads,New
U1283,4/3/25 02:36,Viewed Premium Options,Mobile,Referral,New
U1283,4/3/25 02:56,Started Application,Tablet,Referral,Returning
U1284,4/5/25 00:21,Visited Website,Desktop,Email Campaign,Returning
U1284,4/5/25 01:17,Requested Quote,Desktop,Organic,New
U1284,4/5/25 01:58,Completed Eligibility Check,Mobile,Paid Ads,New
U1285,4/1/25 00:38,Visited Website,Mobile,Paid Ads,New
U1285,4/1/25 01:30,Requested Quote,Desktop,Organic,Returning
U1285,4/1/25 01:54,Completed Eligibility Check,Desktop,Email Campaign,Returning
U1286,4/5/25 00:42,Visited Website,Mobile,Referral,New
U1286,4/5/25 01:03,Requested Quote,Tablet,Email Campaign,New
U1287,4/1/25 00:50,Visited Website,Mobile,Referral,New
U1288,4/6/25 00:50,Visited Website,Desktop,Referral,New
U1288,4/6/25 01:04,Requested Quote,Tablet,Email Campaign,Returning
U1288,4/6/25 01:59,Completed Eligibility Check,Tablet,Paid Ads,Returning
U1289,4/4/25 00:46,Visited Website,Tablet,Paid Ads,New
U1289,4/4/25 01:24,Requested Quote,Tablet,Paid Ads,Returning
U1289,4/4/25 02:06,Completed Eligibility Check,Desktop,Referral,Returning
U1289,4/4/25 02:58,Viewed Premium Options,Tablet,Paid Ads,New
U1289,4/4/25 03:52,Started Application,Mobile,Referral,New
U1290,4/10/25 00:13,Visited Website,Mobile,Paid Ads,New
U1291,4/10/25 00:20,Visited Website,Mobile,Email Campaign,New
U1291,4/10/25 00:46,Requested Quote,Desktop,Organic,Returning
U1291,4/10/25 01:00,Completed Eligibility Check,Tablet,Referral,New
U1291,4/10/25 01:34,Viewed Premium Options,Mobile,Email Campaign,New
U1291,4/10/25 02:00,Started Application,Mobile,Referral,New
U1291,4/10/25 02:52,Uploaded Documents,Mobile,Referral,New
U1291,4/10/25 02:59,Purchased Policy,Tablet,Email Campaign,Returning
U1292,4/6/25 00:34,Visited Website,Mobile,Paid Ads,New
U1292,4/6/25 01:04,Requested Quote,Tablet,Referral,New
U1292,4/6/25 01:18,Completed Eligibility Check,Tablet,Organic,Returning
U1292,4/6/25 02:05,Viewed Premium Options,Tablet,Organic,New
U1293,4/8/25 00:21,Visited Website,Desktop,Email Campaign,New
U1293,4/8/25 00:57,Requested Quote,Desktop,Organic,New
U1293,4/8/25 01:47,Completed Eligibility Check,Tablet,Email Campaign,Returning
U1294,4/7/25 00:28,Visited Website,Tablet,Email Campaign,New
U1294,4/7/25 01:00,Requested Quote,Desktop,Referral,New
U1294,4/7/25 01:44,Completed Eligibility Check,Desktop,Email Campaign,New
U1294,4/7/25 01:50,Viewed Premium Options,Tablet,Email Campaign,Returning
U1295,4/9/25 00:21,Visited Website,Desktop,Paid Ads,New
U1295,4/9/25 01:02,Requested Quote,Mobile,Referral,New
U1296,4/3/25 00:11,Visited Website,Tablet,Organic,New
U1296,4/3/25 00:27,Requested Quote,Tablet,Paid Ads,Returning
U1296,4/3/25 01:04,Completed Eligibility Check,Desktop,Paid Ads,Returning
U1297,4/7/25 00:49,Visited Website,Mobile,Referral,New
U1297,4/7/25 00:54,Requested Quote,Desktop,Referral,New
U1297,4/7/25 01:43,Completed Eligibility Check,Mobile,Paid Ads,Returning
U1298,4/6/25 00:36,Visited Website,Mobile,Referral,New
U1299,4/8/25 00:22,Visited Website,Tablet,Referral,Returning
U1300,4/10/25 00:51,Visited Website,Mobile,Email Campaign,Returning
U1301,4/4/25 00:27,Visited Website,Tablet,Referral,Returning
U1301,4/4/25 01:05,Requested Quote,Mobile,Email Campaign,New
U1301,4/4/25 01:37,Completed Eligibility Check,Tablet,Paid Ads,Returning
U1302,4/7/25 00:10,Visited Website,Mobile,Paid Ads,Returning
U1302,4/7/25 00:38,Requested Quote,Desktop,Organic,New
U1303,4/1/25 00:49,Visited Website,Mobile,Referral,New
U1303,4/1/25 01:43,Requested Quote,Desktop,Paid Ads,New
U1303,4/1/25 02:26,Completed Eligibility Check,Mobile,Email Campaign,Returning
U1304,4/1/25 00:28,Visited Website,Mobile,Paid Ads,Returning
U1304,4/1/25 00:51,Requested Quote,Tablet,Referral,New
U1304,4/1/25 01:50,Completed Eligibility Check,Mobile,Organic,Returning
U1304,4/1/25 01:56,Viewed Premium Options,Mobile,Organic,New
U1304,4/1/25 02:30,Started Application,Mobile,Paid Ads,New
U1304,4/1/25 03:19,Uploaded Documents,Desktop,Organic,New
U1304,4/1/25 04:01,Purchased Policy,Tablet,Referral,New
U1305,4/10/25 00:30,Visited Website,Tablet,Referral,New
U1305,4/10/25 00:54,Requested Quote,Mobile,Organic,Returning
U1305,4/10/25 01:02,Completed Eligibility Check,Mobile,Email Campaign,Returning
U1305,4/10/25 01:29,Viewed Premium Options,Desktop,Organic,New
U1305,4/10/25 01:43,Started Application,Mobile,Organic,Returning
U1305,4/10/25 02:20,Uploaded Documents,Tablet,Paid Ads,Returning
U1305,4/10/25 03:19,Purchased Policy,Tablet,Email Campaign,New
U1306,4/2/25 00:31,Visited Website,Desktop,Organic,Returning
U1306,4/2/25 00:45,Requested Quote,Desktop,Paid Ads,Returning
U1308,4/5/25 00:07,Visited Website,Tablet,Paid Ads,New
U1308,4/5/25 00:52,Requested Quote,Desktop,Paid Ads,Returning
U1309,4/2/25 00:53,Visited Website,Mobile,Referral,Returning
U1309,4/2/25 01:31,Requested Quote,Mobile,Paid Ads,Returning
U1310,4/1/25 00:48,Visited Website,Desktop,Paid Ads,Returning
U1311,4/10/25 00:29,Visited Website,Tablet,Referral,Returning
U1311,4/10/25 01:10,Requested Quote,Desktop,Referral,New
U1311,4/10/25 01:20,Completed Eligibility Check,Tablet,Paid Ads,New
U1311,4/10/25 01:43,Viewed Premium Options,Desktop,Organic,New
U1311,4/10/25 02:04,Started Application,Desktop,Email Campaign,New
U1311,4/10/25 02:37,Uploaded Documents,Desktop,Referral,New
U1312,4/8/25 00:57,Visited Website,Mobile,Email Campaign,Returning
U1312,4/8/25 01:47,Requested Quote,Mobile,Referral,Returning
U1312,4/8/25 02:19,Completed Eligibility Check,Tablet,Paid Ads,New
U1312,4/8/25 02:40,Viewed Premium Options,Desktop,Referral,New
U1313,4/3/25 00:19,Visited Website,Mobile,Paid Ads,New
U1313,4/3/25 00:31,Requested Quote,Desktop,Email Campaign,Returning
U1314,4/3/25 00:35,Visited Website,Tablet,Organic,Returning
U1314,4/3/25 01:05,Requested Quote,Mobile,Paid Ads,Returning
U1314,4/3/25 01:43,Completed Eligibility Check,Tablet,Email Campaign,Returning
U1314,4/3/25 02:38,Viewed Premium Options,Mobile,Email Campaign,Returning
U1315,4/9/25 00:29,Visited Website,Desktop,Referral,Returning
U1315,4/9/25 00:37,Requested Quote,Tablet,Paid Ads,New
U1316,4/4/25 00:10,Visited Website,Mobile,Email Campaign,Returning
U1317,4/4/25 00:50,Visited Website,Mobile,Organic,New
U1317,4/4/25 01:25,Requested Quote,Desktop,Referral,New
U1317,4/4/25 02:05,Completed Eligibility Check,Tablet,Referral,Returning
U1317,4/4/25 02:57,Viewed Premium Options,Tablet,Email Campaign,Returning
U1317,4/4/25 03:50,Started Application,Tablet,Paid Ads,Returning
U1318,4/2/25 00:26,Visited Website,Desktop,Referral,Returning
U1318,4/2/25 00:42,Requested Quote,Mobile,Paid Ads,Returning
U1318,4/2/25 00:56,Completed Eligibility Check,Mobile,Email Campaign,Returning
U1318,4/2/25 01:13,Viewed Premium Options,Tablet,Email Campaign,Returning
U1320,4/6/25 00:23,Visited Website,Mobile,Paid Ads,Returning
U1320,4/6/25 01:21,Requested Quote,Tablet,Organic,New
U1321,4/10/25 00:37,Visited Website,Desktop,Referral,New
U1321,4/10/25 01:17,Requested Quote,Desktop,Email Campaign,Returning
U1321,4/10/25 01:40,Completed Eligibility Check,Desktop,Organic,New
U1321,4/10/25 01:55,Viewed Premium Options,Tablet,Organic,Returning
U1321,4/10/25 02:11,Started Application,Mobile,Paid Ads,New
U1322,4/9/25 00:07,Visited Website,Desktop,Paid Ads,New
U1322,4/9/25 00:34,Requested Quote,Tablet,Paid Ads,Returning
U1322,4/9/25 01:20,Completed Eligibility Check,Tablet,Organic,Returning
U1322,4/9/25 02:04,Viewed Premium Options,Desktop,Referral,Returning
U1323,4/5/25 00:54,Visited Website,Desktop,Paid Ads,New
U1323,4/5/25 01:33,Requested Quote,Desktop,Referral,New
U1323,4/5/25 02:05,Completed Eligibility Check,Mobile,Paid Ads,Returning
U1323,4/5/25 02:27,Viewed Premium Options,Mobile,Organic,New
U1323,4/5/25 03:17,Started Application,Tablet,Referral,Returning
U1324,4/9/25 00:27,Visited Website,Desktop,Referral,New
U1324,4/9/25 01:00,Requested Quote,Desktop,Organic,Returning
U1324,4/9/25 01:55,Completed Eligibility Check,Mobile,Referral,New
U1324,4/9/25 02:37,Viewed Premium Options,Desktop,Organic,Returning
U1325,4/9/25 00:56,Visited Website,Tablet,Organic,Returning
U1325,4/9/25 01:15,Requested Quote,Desktop,Email Campaign,Returning
U1325,4/9/25 01:29,Completed Eligibility Check,Mobile,Paid Ads,New
U1325,4/9/25 01:49,Viewed Premium Options,Tablet,Email Campaign,Returning
U1325,4/9/25 02:12,Started Application,Tablet,Organic,New
U1326,4/5/25 00:18,Visited Website,Desktop,Organic,Returning
U1326,4/5/25 00:30,Requested Quote,Tablet,Referral,Returning
U1326,4/5/25 00:50,Completed Eligibility Check,Desktop,Organic,Returning
U1326,4/5/25 01:31,Viewed Premium Options,Desktop,Organic,New
U1326,4/5/25 01:39,Started Application,Mobile,Organic,New
U1327,4/8/25 00:40,Visited Website,Tablet,Paid Ads,New
U1328,4/4/25 00:52,Visited Website,Desktop,Email Campaign,Returning
U1328,4/4/25 01:44,Requested Quote,Desktop,Email Campaign,New
U1328,4/4/25 02:24,Completed Eligibility Check,Desktop,Paid Ads,Returning
U1328,4/4/25 02:32,Viewed Premium Options,Tablet,Paid Ads,Returning
U1328,4/4/25 03:18,Started Application,Tablet,Paid Ads,Returning
U1328,4/4/25 04:12,Uploaded Documents,Tablet,Email Campaign,Returning
U1328,4/4/25 05:02,Purchased Policy,Desktop,Email Campaign,Returning
U1329,4/2/25 00:20,Visited Website,Tablet,Organic,New
U1329,4/2/25 00:29,Requested Quote,Desktop,Email Campaign,New
U1329,4/2/25 01:11,Completed Eligibility Check,Tablet,Referral,Returning
U1329,4/2/25 01:27,Viewed Premium Options,Tablet,Email Campaign,Returning
U1330,4/4/25 00:25,Visited Website,Desktop,Paid Ads,New
U1330,4/4/25 00:37,Requested Quote,Tablet,Email Campaign,Returning
U1331,4/10/25 00:26,Visited Website,Desktop,Organic,Returning
U1331,4/10/25 01:13,Requested Quote,Tablet,Email Campaign,Returning
U1331,4/10/25 01:54,Completed Eligibility Check,Tablet,Paid Ads,Returning
U1331,4/10/25 02:09,Viewed Premium Options,Tablet,Referral,New
U1331,4/10/25 02:55,Started Application,Tablet,Paid Ads,Returning
U1331,4/10/25 03:52,Uploaded Documents,Mobile,Referral,New
U1331,4/10/25 04:13,Purchased Policy,Desktop,Organic,New
U1332,4/8/25 00:31,Visited Website,Mobile,Organic,New
U1332,4/8/25 01:02,Requested Quote,Tablet,Email Campaign,New
U1332,4/8/25 01:08,Completed Eligibility Check,Tablet,Organic,Returning
U1332,4/8/25 01:15,Viewed Premium Options,Desktop,Organic,Returning
U1333,4/1/25 00:55,Visited Website,Desktop,Paid Ads,Returning
U1333,4/1/25 01:13,Requested Quote,Desktop,Paid Ads,New
U1333,4/1/25 01:32,Completed Eligibility Check,Desktop,Email Campaign,New
U1333,4/1/25 02:24,Viewed Premium Options,Tablet,Email Campaign,New
U1333,4/1/25 02:55,Started Application,Desktop,Email Campaign,Returning
U1333,4/1/25 03:36,Uploaded Documents,Mobile,Email Campaign,Returning
U1334,4/5/25 00:10,Visited Website,Desktop,Paid Ads,Returning
U1334,4/5/25 00:18,Requested Quote,Desktop,Email Campaign,New
U1334,4/5/25 00:47,Completed Eligibility Check,Mobile,Email Campaign,New
U1334,4/5/25 00:54,Viewed Premium Options,Mobile,Organic,Returning
U1335,4/4/25 00:57,Visited Website,Mobile,Email Campaign,New
U1335,4/4/25 01:52,Requested Quote,Mobile,Referral,New
U1336,4/10/25 00:59,Visited Website,Desktop,Organic,Returning
U1336,4/10/25 01:31,Requested Quote,Mobile,Paid Ads,New
U1336,4/10/25 01:44,Completed Eligibility Check,Tablet,Referral,New
U1336,4/10/25 02:32,Viewed Premium Options,Desktop,Email Campaign,Returning
U1337,4/10/25 00:31,Visited Website,Tablet,Organic,New
U1338,4/9/25 00:28,Visited Website,Desktop,Email Campaign,New
U1339,4/3/25 00:06,Visited Website,Desktop,Organic,New
U1339,4/3/25 00:42,Requested Quote,Tablet,Email Campaign,New
U1339,4/3/25 01:14,Completed Eligibility Check,Mobile,Referral,Returning
U1339,4/3/25 01:58,Viewed Premium Options,Mobile,Paid Ads,Returning
U1339,4/3/25 02:42,Started Application,Tablet,Referral,New
U1339,4/3/25 02:54,Uploaded Documents,Mobile,Referral,Returning
U1339,4/3/25 03:10,Purchased Policy,Desktop,Paid Ads,Returning
U1340,4/3/25 00:22,Visited Website,Desktop,Organic,Returning
U1341,4/1/25 00:13,Visited Website,Desktop,Organic,New
U1341,4/1/25 00:18,Requested Quote,Mobile,Paid Ads,New
U1341,4/1/25 00:29,Completed Eligibility Check,Mobile,Email Campaign,Returning
U1341,4/1/25 00:41,Viewed Premium Options,Tablet,Organic,Returning
U1341,4/1/25 01:30,Started Application,Desktop,Referral,Returning
U1341,4/1/25 01:41,Uploaded Documents,Tablet,Paid Ads,Returning
U1342,4/5/25 00:31,Visited Website,Mobile,Referral,New
U1342,4/5/25 01:14,Requested Quote,Tablet,Organic,Returning
U1343,4/6/25 00:28,Visited Website,Mobile,Paid Ads,New
U1343,4/6/25 00:51,Requested Quote,Desktop,Paid Ads,New
U1343,4/6/25 01:22,Completed Eligibility Check,Desktop,Organic,New
U1343,4/6/25 01:43,Viewed Premium Options,Mobile,Organic,New
U1343,4/6/25 02:36,Started Application,Mobile,Paid Ads,New
U1343,4/6/25 03:29,Uploaded Documents,Mobile,Email Campaign,New
U1343,4/6/25 04:26,Purchased Policy,Desktop,Paid Ads,New
U1344,4/7/25 00:29,Visited Website,Mobile,Email Campaign,Returning
U1344,4/7/25 00:53,Requested Quote,Desktop,Referral,New
U1344,4/7/25 01:39,Completed Eligibility Check,Tablet,Email Campaign,Returning
U1344,4/7/25 02:31,Viewed Premium Options,Desktop,Email Campaign,Returning
U1345,4/3/25 00:34,Visited Website,Tablet,Organic,Returning
U1345,4/3/25 01:23,Requested Quote,Desktop,Paid Ads,Returning
U1346,4/8/25 00:36,Visited Website,Desktop,Referral,Returning
U1346,4/8/25 01:10,Requested Quote,Mobile,Paid Ads,New
U1347,4/5/25 00:24,Visited Website,Desktop,Email Campaign,New
U1347,4/5/25 00:46,Requested Quote,Mobile,Email Campaign,Returning
U1347,4/5/25 01:33,Completed Eligibility Check,Mobile,Email Campaign,Returning
U1347,4/5/25 01:48,Viewed Premium Options,Mobile,Paid Ads,Returning
U1347,4/5/25 02:40,Started Application,Desktop,Email Campaign,New
U1348,4/5/25 00:58,Visited Website,Mobile,Paid Ads,Returning
U1349,4/6/25 00:18,Visited Website,Tablet,Referral,New
U1351,4/9/25 00:54,Visited Website,Tablet,Referral,New
U1351,4/9/25 01:50,Requested Quote,Desktop,Paid Ads,Returning
U1351,4/9/25 02:02,Completed Eligibility Check,Mobile,Referral,New
U1351,4/9/25 02:28,Viewed Premium Options,Tablet,Organic,New
U1351,4/9/25 02:42,Started Application,Desktop,Email Campaign,New
U1351,4/9/25 03:07,Uploaded Documents,Desktop,Email Campaign,Returning
U1352,4/1/25 00:46,Visited Website,Desktop,Email Campaign,Returning
U1352,4/1/25 01:26,Requested Quote,Desktop,Organic,Returning
U1352,4/1/25 01:34,Completed Eligibility Check,Desktop,Email Campaign,Returning
U1352,4/1/25 02:27,Viewed Premium Options,Mobile,Paid Ads,Returning
U1352,4/1/25 03:22,Started Application,Mobile,Email Campaign,Returning
U1352,4/1/25 03:31,Uploaded Documents,Mobile,Paid Ads,Returning
U1352,4/1/25 03:58,Purchased Policy,Mobile,Referral,Returning
U1353,4/6/25 00:52,Visited Website,Desktop,Paid Ads,New
U1353,4/6/25 01:51,Requested Quote,Desktop,Paid Ads,Returning
U1353,4/6/25 02:38,Completed Eligibility Check,Tablet,Paid Ads,New
U1353,4/6/25 02:58,Viewed Premium Options,Tablet,Email Campaign,New
U1353,4/6/25 03:03,Started Application,Mobile,Organic,Returning
U1354,4/10/25 00:28,Visited Website,Desktop,Organic,New
U1354,4/10/25 00:41,Requested Quote,Tablet,Paid Ads,New
U1354,4/10/25 01:20,Completed Eligibility Check,Tablet,Email Campaign,Returning
U1357,4/8/25 00:24,Visited Website,Tablet,Organic,New
U1358,4/5/25 00:32,Visited Website,Tablet,Referral,Returning
U1358,4/5/25 00:41,Requested Quote,Mobile,Referral,New
U1358,4/5/25 01:23,Completed Eligibility Check,Desktop,Email Campaign,New
U1358,4/5/25 02:06,Viewed Premium Options,Mobile,Referral,Returning
U1358,4/5/25 02:50,Started Application,Tablet,Referral,New
U1358,4/5/25 03:12,Uploaded Documents,Tablet,Referral,New
U1358,4/5/25 04:02,Purchased Policy,Desktop,Organic,Returning
U1359,4/1/25 00:42,Visited Website,Desktop,Referral,Returning
U1359,4/1/25 01:00,Requested Quote,Mobile,Paid Ads,New
U1359,4/1/25 01:42,Completed Eligibility Check,Desktop,Paid Ads,New
U1359,4/1/25 02:30,Viewed Premium Options,Mobile,Referral,Returning
U1359,4/1/25 02:47,Started Application,Mobile,Paid Ads,New
U1360,4/2/25 00:21,Visited Website,Tablet,Organic,Returning
U1360,4/2/25 00:45,Requested Quote,Mobile,Email Campaign,Returning
U1360,4/2/25 01:37,Completed Eligibility Check,Tablet,Paid Ads,Returning
U1360,4/2/25 02:35,Viewed Premium Options,Mobile,Referral,New
U1360,4/2/25 03:21,Started Application,Mobile,Email Campaign,New
U1360,4/2/25 04:12,Uploaded Documents,Desktop,Email Campaign,New
U1360,4/2/25 04:43,Purchased Policy,Desktop,Referral,Returning
